feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target,Prediccion_Ajuste_Modelo 1: Red Neuronal con Más Capas y Neuronas,Prediccion_Ajuste_Modelo 2: Red Neuronal con Menos Capas y Neuronas,Prediccion_Ajuste_Modelo 3: Red Neuronal con Capas Convolucionales (CNN)
1.6260840344137506,-0.431097275918842,-1.5229045502767198,-1.2449633211145326,-1.3619803426680535,-1.7047636588686657,0.8248444340391149,1.2374277737347334,-1.782581225251915,-0.7412284440093693,0.9709725640813595,0.22658888,0.18803416,0.082642965
1.1958815617403706,-0.5619794738230318,-1.1053320839755707,0.48014770543439617,-1.1335786047142162,1.3286832654228908,1.9328785940485547,1.0711916414264164,-0.04773516004180995,0.037740914698446856,-1.9733699641122053,0.10346289,0.27092266,0.012180224
0.07084688573089203,0.6944854034058835,-0.6743305447865257,-0.05743113426922331,1.4419240914657476,0.43057616402689813,0.42403528232416227,-0.826664431302475,1.7769196554156246,1.8204347011077286,1.4782481766795932,0.07986851,0.23416035,0.41721013
1.79967391363067,-0.45789923105251984,0.42409112854160896,-1.064699379818071,-1.403401025381568,-1.1201438734813207,-0.6005832506892138,-0.8809995676603688,0.669466868621637,0.5516073506654484,-0.32946281794809745,0.07704918,0.10410259,0.21115081
-0.6347368315439388,0.8548753485986269,0.4813303218866622,-2.2239492194081865,0.12966157138997084,0.24787026436998177,-1.7409855858248886,-0.38524091719099757,-0.6123297352361806,-0.7211037276808758,-0.590625459639686,0.07944538,0.25841057,0.18491091
0.06275771244930023,-0.10627918287064009,0.8971795798783333,0.2950377851636337,0.8338253398777311,0.4933186152338811,0.35198634417061403,0.47339188348840444,0.4946114873940654,-0.5075915432812974,1.4273453170767803,0.07058459,0.070168085,0.03522762
-0.5481535434397131,-1.3463958213437557,-2.066048961561988,0.17207830244943945,0.4572307959055201,2.7075017910877612,-0.44839522984378266,0.8021997900555221,0.5779780103151613,0.7205078411886114,-2.5859963455534,0.09048534,0.029965676,-0.17629685
0.2857958478240889,1.8800015071762515,-0.16380909680668765,0.4904693573853028,1.9801158536929724,1.329574586375662,-1.4026690295493414,-0.9849499120455566,-0.6627868440815258,2.2802086667181642,1.2228254941654397,0.08873588,0.187215,0.692228
-0.38674578181883396,-0.6289887059022433,-1.5760758563637185,-1.2477018049037527,0.8397549777961488,1.226996223610846,0.3164800885173387,-1.4943624899999093,0.6254322979907335,0.846547735286761,-0.2386763396948155,0.08307443,0.10138834,0.2590208
0.5745600568069459,0.6594553030716274,-0.012788678382020342,-0.21115360538352757,1.0743377685279847,0.1608430468332086,0.5569597650365944,0.09238497423258939,-0.39584301034263947,-0.9774528692746907,-0.14332055548255765,0.12623903,0.1382785,0.14564553
1.9117172244694354,-0.5275242523346251,-0.2797991210465923,0.5877398433972486,-1.3124583964132595,0.8317693291601869,-1.2544274725257256,0.5856449105350178,-0.07269137809460852,-0.346333231811592,-0.03728120397942699,0.16482075,0.21546501,0.32717636
-0.6289500624359662,-1.5414469631927399,1.250567991306294,-0.7654404027400475,-1.1110329042235774,-0.11344949403716208,-0.5882594218316014,-1.7949737992323638,-0.17933920374570922,-0.5546545263517434,-0.2163889185491821,0.07415793,-0.10883187,0.06885876
-1.4704046101904529,-0.7728871964975537,0.6504973830938782,1.9097130079435325,0.065047370171209,-0.07925311774076294,1.518078918119733,0.3407111575424749,1.7524426046179336,0.31737571997082653,-0.8705490535076429,0.07072681,0.040446814,0.14366534
-0.6330648964697773,2.367247978225536,0.8040019630285185,-0.8189604609658878,-0.8156564195557654,-0.8107128558468519,-0.03522032664321694,1.035947656659484,2.447920825591329,-0.03995956538953097,0.23101679533247468,0.057656102,-0.06941037,0.35404953
1.1259922789255687,-0.01140309122066187,0.019130213409085644,-0.44224891725175824,1.2162117226619409,-1.3590732434549908,0.07363643754692425,-0.1460389219194395,-0.4214949109209755,0.43321649066728285,-0.24633114172754042,0.07605859,0.10298146,0.1593778
-1.4478525282059875,-1.1472399683974794,-1.0760639522748598,0.7874339544896938,0.3809043540479297,0.5105636002267817,-0.1624063043319645,0.45623177178404234,2.343499648230551,1.463581458964932,0.3167212632451503,0.071610734,0.2173999,0.19589785
